id,separationtype,cease_date,dete_start_date,role_start_date,position,classification,region,business_unit,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,dissatisfaction_with_the_department,physical_work_environment,lack_of_recognition,lack_of_job_security,work_location,employment_conditions,maternity/family,relocation,study/travel,ill_health,traumatic_incident,work_life_balance,workload,none_of_the_above,gender,age,aboriginal,torres_strait,south_sea,disability,nesb
718,Resignation-Other reasons,12/2013,2000.0,2001.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,,,,,
726,Resignation-Other reasons,,1984.0,,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,,,,
728,Resignation-Other employer,01/2014,1975.0,1987.0,Head of Curriculum/Head of Special Education,,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
729,Resignation-Other reasons,01/2014,1980.0,2003.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,51-55,,,,,
732,Resignation-Other employer,12/2013,1999.0,1999.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
733,Resignation-Other reasons,01/2014,1992.0,1997.0,Technical Officer,,Central Queensland,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,,,,,
737,Resignation-Move overseas/interstate,10/2013,2006.0,,Cleaner,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,Female,61 or older,,,,,
739,Resignation-Other reasons,10/2013,1999.0,2004.0,Teacher,Special Education,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,
746,Resignation-Other employer,12/2013,1991.0,2004.0,Public Servant,A01-A04,Central Office,Information and Technologies,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
749,Resignation-Move overseas/interstate,01/2014,2008.0,2008.0,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,41-45,,,,,
753,Resignation-Other reasons,12/2013,2005.0,2005.0,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
754,Resignation-Other reasons,11/2013,1998.0,,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,46-50,,,,Yes,
755,Resignation-Other employer,11/2013,2004.0,2011.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,31-35,,,,,
757,Resignation-Other employer,12/2013,2012.0,2013.0,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,
764,Resignation-Other employer,07/2006,2006.0,2006.0,Teacher,Primary,Metropolitan,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
768,Resignation-Other employer,01/2014,2007.0,2007.0,Teacher,Primary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,,,,,
771,Resignation-Other reasons,11/2013,2008.0,,Teacher Aide,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,,,,,
772,Resignation-Other reasons,,1987.0,1987.0,Cleaner,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
773,Resignation-Other employer,01/2014,2002.0,2007.0,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,,,,,
776,Resignation-Other employer,,2005.0,2005.0,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,
786,Resignation-Other reasons,10/2013,2013.0,2013.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,,,,,
788,Resignation-Other employer,01/2014,1994.0,2008.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
790,Resignation-Other employer,,1990.0,2010.0,Teacher,Secondary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
791,Resignation-Other reasons,01/2014,1983.0,1999.0,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,
792,Resignation-Other reasons,01/2014,2008.0,2008.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Male,36-40,,,,,
793,Resignation-Other reasons,,2007.0,2007.0,Public Servant,A01-A04,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
796,Resignation-Move overseas/interstate,11/2013,,,Cleaner,,,,Permanent Part-time,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,36-40,,,,,
799,Resignation-Move overseas/interstate,,2000.0,2013.0,Public Servant,A01-A04,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,36-40,,,,,
800,Resignation-Move overseas/interstate,,1995.0,,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,
804,Resignation-Move overseas/interstate,12/2013,,,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,
805,Resignation-Other employer,01/2014,2004.0,2007.0,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
806,Resignation-Other employer,01/2014,2008.0,2013.0,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
808,Resignation-Other employer,12/2013,2005.0,2005.0,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,41-45,,,,,
809,Resignation-Other reasons,12/2013,2004.0,2004.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,36-40,,,,,
810,Resignation-Other reasons,12/2013,2010.0,2010.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,
817,Resignation-Other employer,01/2014,2012.0,2012.0,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,
818,Resignation-Move overseas/interstate,01/2014,2012.0,2012.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,,,,,
821,Resignation-Move overseas/interstate,01/2014,2009.0,2009.0,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,Female,31-35,,,,,
823,Resignation-Move overseas/interstate,12/2013,,,Teacher Aide,,Metropolitan,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,
